"Curso","Ordem de prioridade do curso","Nota da qualificacao anterior","Nota de admissao","Deslocado","Necessidades educacionais especiais","Devedor","Genero","Bolsista","Idade na inscricao","Internacional","Materias do primeiro semestre aprovadas","Media das notas do primeiro semestre","Resultado"
"Social Service",2,110,112.5,"Sim","Nao","Nao","Mulher","Sim",53,"Nao",6,11,"Graduado"
"Nursing",1,136,136,"Nao","Nao","Nao","Mulher","Sim",19,"Nao",7,14.0142857142857,"Graduado"
"Journalism and Communication",3,145,133.1,"Nao","Nao","Nao","Mulher","Sim",20,"Nao",4,13,"Graduado"
"Journalism and Communication",2,159,151.3,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",6,14,"Graduado"
"Animation and Multimedia Design",1,147,133.3,"Nao","Nao","Nao","Mulher","Nao",32,"Nao",0,0,"Desistente"
"Nursing",1,150,130.8,"Sim","Nao","Nao","Mulher","Sim",21,"Nao",7,14.4285714285714,"Graduado"
"Social Service (Noturno)",1,140,140,"Nao","Nao","Nao","Mulher","Nao",26,"Nao",0,0,"Desistente"
"Veterinary Nursing",1,150,150,"Sim","Nao","Nao","Mulher","Nao",26,"Nao",18,11.8333333333333,"Graduado"
"Management (Noturno)",1,130,130,"Nao","Nao","Nao","Mulher","Nao",21,"Nao",3,11.3333333333333,"Desistente"
"Journalism and Communication",1,120,125.3,"Nao","Nao","Nao","Mulher","Nao",18,"Nao",6,12.5,"Graduado"
"Communication Design",1,130,124,"Sim","Nao","Nao","Mulher","Sim",21,"Nao",12,13.3333333333333,"Graduado"
"Tourism",1,112,113.8,"Sim","Nao","Nao","Mulher","Nao",21,"Nao",6,10.8333333333333,"Matriculado"
"Advertising and Marketing Management",1,128,124.4,"Nao","Nao","Nao","Mulher","Sim",19,"Nao",6,13,"Graduado"
"Management",1,114,107.7,"Nao","Nao","Nao","Mulher","Nao",19,"Nao",2,10,"Desistente"
"Social Service",2,118,110,"Nao","Nao","Nao","Mulher","Sim",19,"Nao",6,11.4285714285714,"Graduado"
"Nursing",1,130,130,"Sim","Nao","Nao","Mulher","Nao",27,"Nao",8,12.8875,"Graduado"
"Nursing",2,145,138.8,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",6,12.95,"Graduado"
"Management",2,121,126.3,"Sim","Nao","Nao","Mulher","Nao",20,"Nao",1,10,"Desistente"
"Nursing",3,114,114.5,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",7,13.0942857142857,"Graduado"
"Advertising and Marketing Management",4,127,116.5,"Sim","Nao","Nao","Mulher","Nao",20,"Nao",0,0,"Desistente"
"Social Service",2,145,128.6,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",5,11.7142857142857,"Graduado"
"Social Service",5,130,130,"Sim","Nao","Nao","Mulher","Nao",20,"Nao",4,11.25,"Matriculado"
"Animation and Multimedia Design",1,150,134.6,"Nao","Nao","Nao","Mulher","Nao",20,"Nao",0,0,"Desistente"
"Basic Education",1,145,146.8,"Nao","Nao","Nao","Mulher","Nao",18,"Nao",6,13.1666666666667,"Graduado"
"Veterinary Nursing",1,128,135.7,"Sim","Nao","Nao","Mulher","Nao",20,"Nao",4,12.75,"Graduado"
"Management (Noturno)",1,140,120,"Nao","Nao","Nao","Mulher","Nao",38,"Nao",5,10.6,"Desistente"
"Social Service (Noturno)",1,130,138,"Nao","Nao","Nao","Mulher","Nao",42,"Nao",5,11.2,"Graduado"
"Nursing",1,140,135.5,"Nao","Nao","Nao","Mulher","Nao",32,"Nao",0,0,"Desistente"
"Journalism and Communication",1,120,120,"Sim","Nao","Nao","Mulher","Nao",22,"Sim",6,13,"Graduado"
"Management (Noturno)",1,147,111.7,"Sim","Nao","Nao","Mulher","Nao",28,"Nao",0,0,"Desistente"
"Social Service (Noturno)",1,133.1,100,"Sim","Nao","Nao","Mulher","Nao",37,"Nao",0,0,"Desistente"
"Agronomy",1,160,160,"Nao","Nao","Nao","Mulher","Nao",43,"Nao",6,14.1666666666667,"Graduado"
"Social Service (Noturno)",1,133.1,114.8,"Nao","Nao","Nao","Mulher","Sim",41,"Nao",5,12.8333333333333,"Graduado"
"Social Service (Noturno)",1,140,131,"Nao","Nao","Nao","Mulher","Sim",29,"Nao",4,11.75,"Graduado"
"Social Service (Noturno)",1,133.1,97,"Nao","Nao","Nao","Mulher","Sim",35,"Nao",6,10.8333333333333,"Graduado"
"Social Service",6,131,131.7,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",4,11.75,"Desistente"
"Nursing",1,133.1,120,"Nao","Nao","Nao","Mulher","Sim",39,"Nao",3,11.5,"Desistente"
"Management (Noturno)",1,120,110,"Nao","Nao","Nao","Mulher","Nao",37,"Nao",2,10,"Matriculado"
"Nursing",1,130,133,"Sim","Nao","Nao","Mulher","Sim",26,"Nao",6,13.7,"Graduado"
"Veterinary Nursing",1,140,140,"Sim","Nao","Nao","Mulher","Nao",32,"Nao",1,14,"Desistente"
"Social Service (Noturno)",1,133.1,100,"Nao","Nao","Sim","Mulher","Nao",37,"Nao",7,11.375,"Matriculado"
"Veterinary Nursing",1,140,129.3,"Sim","Nao","Sim","Mulher","Nao",28,"Nao",0,0,"Matriculado"
"Social Service",1,133.1,137,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",0,0,"Desistente"
"Management",5,125,122.2,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",1,11,"Matriculado"
"Basic Education",1,115,108,"Nao","Nao","Nao","Mulher","Sim",19,"Nao",6,13,"Graduado"
"Advertising and Marketing Management",1,110,110,"Nao","Nao","Nao","Mulher","Nao",32,"Nao",8,13.6,"Graduado"
"Management",1,140,127.7,"Sim","Nao","Nao","Mulher","Nao",31,"Nao",3,11,"Desistente"
"Nursing",1,100,121.3,"Sim","Nao","Nao","Mulher","Nao",34,"Nao",7,11.7057142857143,"Matriculado"
"Animation and Multimedia Design",3,145,140.1,"Sim","Nao","Nao","Mulher","Nao",20,"Nao",12,13.25,"Graduado"
"Nursing",1,133.1,114.8,"Nao","Nao","Nao","Mulher","Nao",28,"Nao",1,10.75,"Desistente"
"Management (Noturno)",1,150,150,"Nao","Nao","Nao","Mulher","Nao",31,"Nao",6,12,"Matriculado"
"Journalism and Communication",1,145,131.7,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",6,12.6666666666667,"Matriculado"
"Social Service (Noturno)",1,133.1,110,"Nao","Nao","Nao","Mulher","Nao",31,"Nao",5,11.4,"Desistente"
"Journalism and Communication",3,110,105.5,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",6,13,"Graduado"
"Social Service",1,128,127.3,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",6,14,"Graduado"
"Social Service",1,133.1,130,"Sim","Nao","Nao","Mulher","Nao",31,"Nao",0,0,"Matriculado"
"Veterinary Nursing",1,130,130,"Nao","Nao","Nao","Mulher","Nao",34,"Nao",0,0,"Desistente"
"Oral Hygiene",1,137,122.7,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",7,15.2857142857143,"Graduado"
"Tourism",2,123,113.9,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",6,13.1666666666667,"Graduado"
"Management",1,156,151.1,"Nao","Nao","Sim","Homem","Nao",19,"Nao",5,13.6,"Graduado"
"Journalism and Communication",2,133.1,125.8,"Sim","Nao","Nao","Homem","Sim",22,"Nao",0,0,"Desistente"
"Advertising and Marketing Management",1,100,128.2,"Nao","Nao","Nao","Homem","Nao",32,"Nao",10,11.4,"Graduado"
"Management",1,140,135.1,"Nao","Nao","Nao","Homem","Nao",61,"Nao",0,0,"Desistente"
"Management (Noturno)",1,130,120.2,"Sim","Nao","Nao","Homem","Nao",30,"Nao",5,11,"Graduado"
"Management (Noturno)",1,133.1,132.8,"Nao","Nao","Sim","Homem","Nao",45,"Nao",0,0,"Desistente"
"Agronomy",1,140,140,"Nao","Nao","Nao","Homem","Nao",20,"Nao",6,13.5714285714286,"Graduado"
"Nursing",5,137,129.3,"Nao","Nao","Nao","Mulher","Nao",19,"Nao",0,0,"Desistente"
"Informatics Engineering",1,120,108.2,"Sim","Nao","Nao","Homem","Nao",26,"Nao",4,11.25,"Desistente"
"Advertising and Marketing Management",4,125,125.4,"Sim","Nao","Nao","Homem","Nao",19,"Nao",3,13.3333333333333,"Desistente"
"Journalism and Communication",1,130,140.2,"Nao","Nao","Nao","Homem","Sim",19,"Nao",6,12,"Graduado"
"Journalism and Communication",3,115,116.1,"Sim","Nao","Nao","Homem","Nao",19,"Nao",6,12.5,"Graduado"
"Management",1,150,137.8,"Sim","Nao","Nao","Homem","Sim",19,"Nao",5,13.2,"Graduado"
"Advertising and Marketing Management",3,134,128.4,"Sim","Nao","Nao","Homem","Nao",19,"Nao",0,0,"Desistente"
"Advertising and Marketing Management",1,120,106,"Sim","Nao","Nao","Homem","Nao",28,"Nao",3,11.6666666666667,"Desistente"
"Management",1,141,130.2,"Nao","Nao","Nao","Homem","Nao",24,"Nao",15,13.4666666666667,"Graduado"
"Equinculture",1,133,126,"Nao","Nao","Nao","Homem","Nao",18,"Nao",3,13.6666666666667,"Graduado"
"Informatics Engineering",2,149,141,"Nao","Nao","Nao","Homem","Nao",18,"Nao",2,11.6666666666667,"Matriculado"
"Journalism and Communication",1,121,113,"Sim","Nao","Nao","Homem","Sim",18,"Nao",6,11.6666666666667,"Graduado"
"Agronomy",1,120,120,"Nao","Nao","Nao","Homem","Nao",21,"Nao",5,13.4,"Graduado"
"Management (Noturno)",1,148,130.9,"Nao","Nao","Nao","Homem","Nao",28,"Nao",0,0,"Desistente"
"Agronomy",1,133.1,120,"Nao","Nao","Nao","Homem","Nao",58,"Nao",0,0,"Desistente"
"Management (Noturno)",1,135,134.1,"Sim","Nao","Nao","Homem","Nao",49,"Nao",0,0,"Desistente"
"Informatics Engineering",1,150,120,"Nao","Nao","Nao","Homem","Nao",24,"Nao",3,10.6666666666667,"Matriculado"
"Advertising and Marketing Management",1,130,114.8,"Nao","Nao","Nao","Homem","Nao",25,"Nao",4,13.75,"Graduado"
"Management",1,133.1,123,"Sim","Nao","Nao","Homem","Nao",33,"Nao",1,10,"Desistente"
"Informatics Engineering",2,133.1,118,"Nao","Nao","Nao","Homem","Nao",33,"Nao",0,0,"Desistente"
"Basic Education",1,110,100,"Nao","Nao","Nao","Homem","Nao",40,"Nao",1,16,"Graduado"
"Management (Noturno)",1,170,151.1,"Nao","Nao","Nao","Homem","Nao",48,"Nao",5,12.2857142857143,"Graduado"
"Informatics Engineering",3,120,116.9,"Sim","Nao","Sim","Homem","Nao",18,"Nao",3,12,"Matriculado"
"Nursing",1,133.1,106,"Sim","Nao","Nao","Homem","Nao",24,"Nao",6,12.6666666666667,"Graduado"
"Veterinary Nursing",1,139,127.1,"Nao","Nao","Nao","Homem","Sim",23,"Nao",5,11.8,"Graduado"
"Management (Noturno)",1,133.1,155.5,"Sim","Nao","Sim","Homem","Nao",39,"Nao",5,10.6,"Desistente"
"Agronomy",1,133.1,101,"Nao","Nao","Nao","Homem","Nao",21,"Nao",9,11.9,"Graduado"
"Informatics Engineering",1,120,128.2,"Sim","Nao","Nao","Homem","Nao",34,"Nao",4,11.25,"Desistente"
"Management (Noturno)",1,100,113,"Nao","Nao","Nao","Homem","Sim",41,"Nao",4,11,"Matriculado"
"Journalism and Communication",1,134,122.8,"Nao","Nao","Nao","Homem","Nao",18,"Nao",6,12,"Graduado"
"Management (Noturno)",1,130,145.6,"Nao","Nao","Nao","Homem","Nao",34,"Nao",4,11.75,"Matriculado"
"Management",1,128,116.5,"Nao","Nao","Nao","Homem","Nao",19,"Nao",2,10,"Desistente"
"Nursing",1,154,142,"Nao","Nao","Nao","Homem","Nao",19,"Nao",7,13.7142857142857,"Graduado"
"Agronomy",1,150,150,"Nao","Nao","Nao","Homem","Nao",28,"Nao",6,14.875,"Graduado"
"Communication Design",1,134,133.3,"Sim","Nao","Nao","Homem","Nao",18,"Nao",5,10.8,"Desistente"
"Social Service",1,127,115.8,"Sim","Nao","Nao","Homem","Nao",19,"Nao",3,12,"Desistente"
"Veterinary Nursing",2,133.1,100,"Sim","Nao","Sim","Homem","Nao",19,"Nao",5,12.5,"Desistente"
"Nursing",1,130,128.6,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",7,14.7285714285714,"Graduado"
"Equinculture",1,135,137.1,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",6,12,"Graduado"
"Journalism and Communication",1,143,149,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",6,11.4285714285714,"Desistente"
"Social Service",2,150,147,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",6,14.1666666666667,"Graduado"
"Social Service",1,150,150,"Nao","Nao","Nao","Mulher","Nao",31,"Nao",5,12.5,"Graduado"
"Social Service (Noturno)",1,130,103.5,"Nao","Nao","Nao","Mulher","Sim",33,"Nao",6,14.1666666666667,"Graduado"
"Nursing",3,113,107.8,"Sim","Nao","Nao","Mulher","Sim",20,"Nao",5,14.46,"Matriculado"
"Veterinary Nursing",1,130,130,"Sim","Nao","Nao","Mulher","Nao",22,"Sim",5,12.8,"Matriculado"
"Tourism",1,115,109.4,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",6,12.6666666666667,"Graduado"
"Communication Design",3,146,143.6,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",6,12.5,"Desistente"
"Communication Design",3,132,124.3,"Nao","Sim","Nao","Mulher","Nao",18,"Nao",0,0,"Desistente"
"Advertising and Marketing Management",5,116,119.5,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",0,0,"Desistente"
"Animation and Multimedia Design",1,163,175.6,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",0,0,"Graduado"
"Management",2,122,116.1,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",5,11.2,"Graduado"
"Social Service",2,136,126.6,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",6,16.5,"Desistente"
"Veterinary Nursing",1,142,130.8,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",3,13.6666666666667,"Graduado"
"Nursing",6,139,133.5,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",7,15.2285714285714,"Graduado"
"Social Service",1,140,136.9,"Sim","Nao","Nao","Mulher","Nao",21,"Nao",9,12.7777777777778,"Graduado"
"Nursing",1,165,142.3,"Nao","Nao","Nao","Mulher","Sim",18,"Nao",7,14.4285714285714,"Graduado"
"Advertising and Marketing Management",3,122,114.3,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",6,13.875,"Graduado"
"Nursing",2,135,122.9,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",7,13.128,"Graduado"
"Nursing",1,128,117.2,"Sim","Nao","Nao","Mulher","Nao",20,"Nao",6,11.605,"Graduado"
"Management",1,139,152,"Nao","Nao","Nao","Mulher","Sim",18,"Nao",5,14.6,"Graduado"
"Journalism and Communication",2,125,122.2,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",0,0,"Desistente"
"Management",2,102,101.7,"Sim","Nao","Nao","Mulher","Sim",20,"Nao",5,11.8,"Graduado"
"Tourism",1,116,119.9,"Sim","Nao","Nao","Mulher","Nao",20,"Nao",6,12.3333333333333,"Graduado"
"Management",1,138,123.7,"Sim","Nao","Sim","Mulher","Sim",19,"Nao",4,11,"Desistente"
"Communication Design",1,135,121.8,"Nao","Nao","Nao","Mulher","Sim",19,"Nao",11,13.1818181818182,"Graduado"
"Advertising and Marketing Management",4,110,106.1,"Sim","Sim","Sim","Mulher","Sim",18,"Nao",1,11,"Desistente"
"Journalism and Communication",3,132,124.3,"Sim","Nao","Sim","Mulher","Sim",19,"Nao",6,11.8333333333333,"Graduado"
"Nursing",2,126,124.3,"Sim","Nao","Nao","Mulher","Sim",20,"Nao",8,12.98125,"Graduado"
"Management",1,117.4,117.4,"Sim","Nao","Nao","Mulher","Nao",21,"Nao",6,11.3333333333333,"Graduado"
"Nursing",2,120,112.7,"Nao","Nao","Nao","Mulher","Nao",21,"Nao",6,11.68,"Graduado"
"Communication Design",1,116,123.7,"Nao","Nao","Nao","Mulher","Nao",20,"Nao",6,14.5,"Graduado"
"Basic Education",2,111,105.8,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",7,13.1428571428571,"Graduado"
"Veterinary Nursing",3,128,124.2,"Nao","Nao","Nao","Mulher","Nao",21,"Nao",2,11.5,"Desistente"
"Veterinary Nursing",1,123,122.3,"Nao","Nao","Nao","Mulher","Nao",18,"Nao",5,14.2,"Graduado"
"Tourism",5,131,123.7,"Nao","Nao","Nao","Mulher","Sim",19,"Nao",5,11.6666666666667,"Graduado"
"Nursing",2,135,129.8,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",7,13.175,"Graduado"
"Nursing",4,136,123.8,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",7,13.3142857142857,"Graduado"
"Management",2,132,126.4,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",3,10.6,"Graduado"
"Basic Education",1,120,115.1,"Nao","Nao","Nao","Mulher","Sim",18,"Nao",4,12,"Matriculado"
"Journalism and Communication",1,144,138.4,"Nao","Nao","Nao","Mulher","Nao",18,"Nao",6,13.4285714285714,"Graduado"
"Veterinary Nursing",1,129,118.2,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",4,13.25,"Graduado"
"Communication Design",1,136,121.7,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",2,13,"Desistente"
"Communication Design",3,125,118,"Nao","Nao","Nao","Mulher","Sim",18,"Nao",6,14.3333333333333,"Matriculado"
"Social Service",1,125,119.8,"Nao","Nao","Nao","Mulher","Nao",18,"Nao",0,0,"Desistente"
"Social Service",1,154,164.9,"Nao","Nao","Nao","Mulher","Nao",18,"Nao",6,14,"Graduado"
"Veterinary Nursing",1,100,100,"Sim","Nao","Nao","Mulher","Sim",20,"Nao",2,12,"Graduado"
"Basic Education",1,124,121.6,"Nao","Nao","Nao","Mulher","Nao",18,"Nao",5,12.3333333333333,"Matriculado"
"Communication Design",4,126,120.4,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",5,11.8,"Graduado"
"Nursing",6,124,117.8,"Nao","Nao","Nao","Mulher","Sim",20,"Nao",7,12.7914285714286,"Graduado"
"Advertising and Marketing Management",1,150,110,"Nao","Nao","Nao","Mulher","Nao",40,"Nao",8,11.625,"Graduado"
"Nursing",6,133,128.8,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",6,11.9944444444444,"Graduado"
"Tourism",5,126,116.6,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",5,11.6,"Graduado"
"Management (Noturno)",1,120,120,"Nao","Nao","Nao","Mulher","Nao",24,"Nao",0,0,"Desistente"
"Journalism and Communication",3,175,157.5,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",6,13.1666666666667,"Desistente"
"Nursing",6,141,136.3,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",7,14.1,"Graduado"
"Nursing",1,133,121.5,"Sim","Nao","Nao","Mulher","Sim",20,"Nao",6,12.3966666666667,"Graduado"
"Nursing",1,143,133.9,"Nao","Nao","Nao","Mulher","Nao",18,"Nao",7,15.0142857142857,"Graduado"
"Animation and Multimedia Design",1,141,136.8,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",0,0,"Graduado"
"Nursing",2,134,133.5,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",7,14.05,"Graduado"
"Nursing",3,138,130,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",7,14.85,"Desistente"
"Veterinary Nursing",1,140,140,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",6,13,"Graduado"
"Nursing",2,142,132.7,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",7,14.7875,"Graduado"
"Nursing",1,118,117.8,"Nao","Nao","Nao","Mulher","Sim",19,"Nao",7,13.7,"Graduado"
"Nursing",2,131,126.1,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",7,12.4957142857143,"Desistente"
"Nursing",1,130,120,"Nao","Nao","Nao","Mulher","Nao",19,"Nao",6,14.5666666666667,"Graduado"
"Advertising and Marketing Management",1,133.1,100,"Sim","Nao","Sim","Mulher","Nao",25,"Nao",5,11.2,"Desistente"
"Nursing",1,130,116.8,"Nao","Nao","Nao","Mulher","Nao",20,"Nao",7,12.6857142857143,"Graduado"
"Social Service",1,130,128.3,"Nao","Nao","Sim","Mulher","Nao",23,"Nao",7,13.5714285714286,"Desistente"
"Communication Design",1,133.1,117,"Nao","Nao","Nao","Mulher","Nao",20,"Nao",0,0,"Desistente"
"Social Service (Noturno)",1,130,131.5,"Nao","Nao","Nao","Mulher","Nao",27,"Nao",5,11,"Graduado"
"Nursing",1,149,134.8,"Nao","Nao","Nao","Mulher","Nao",18,"Nao",8,14.445,"Graduado"
"Basic Education",1,163,146.6,"Sim","Nao","Sim","Mulher","Nao",18,"Nao",5,13.6,"Matriculado"
"Social Service (Noturno)",1,130,130,"Sim","Nao","Sim","Mulher","Nao",23,"Nao",11,14,"Desistente"
"Nursing",6,145,127.5,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",6,13.4166666666667,"Graduado"
"Management",1,130,123,"Nao","Nao","Nao","Mulher","Nao",18,"Nao",5,12.3333333333333,"Graduado"
"Nursing",1,128,100,"Sim","Nao","Nao","Mulher","Nao",20,"Nao",7,13.1,"Graduado"
"Advertising and Marketing Management",2,111,114.2,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",4,13.2,"Graduado"
"Nursing",1,140,123.5,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",8,14.75,"Graduado"
"Social Service",1,140,144.3,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",6,13.1428571428571,"Graduado"
"Basic Education",1,145,142.2,"Nao","Nao","Nao","Mulher","Nao",19,"Nao",4,12.5,"Matriculado"
"Veterinary Nursing",1,151,161.9,"Nao","Nao","Nao","Mulher","Nao",18,"Nao",4,13.75,"Graduado"
"Social Service",1,132,135.9,"Nao","Nao","Nao","Mulher","Nao",18,"Nao",5,12.4,"Graduado"
"Journalism and Communication",2,116,110.1,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",6,13.3333333333333,"Graduado"
"Basic Education",1,120,122.5,"Nao","Nao","Nao","Mulher","Nao",28,"Nao",11,11.7272727272727,"Desistente"
"Tourism",1,158,138.1,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",4,12.5,"Desistente"
"Animation and Multimedia Design",1,116,117.3,"Sim","Nao","Sim","Mulher","Nao",20,"Nao",0,0,"Desistente"
"Nursing",2,112,106.8,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",6,13.5333333333333,"Graduado"
"Communication Design",1,126,120.1,"Nao","Sim","Nao","Mulher","Sim",20,"Nao",6,13.1666666666667,"Graduado"
"Tourism",2,120,116.5,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",5,13.2,"Graduado"
"Communication Design",1,117,120,"Sim","Nao","Nao","Mulher","Nao",21,"Nao",5,12.2,"Matriculado"
"Basic Education",1,153,139.7,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",7,13.4285714285714,"Graduado"
"Communication Design",2,124,123.7,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",6,12.7142857142857,"Graduado"
"Equinculture",2,127,116.5,"Nao","Nao","Nao","Mulher","Nao",19,"Nao",0,0,"Desistente"
"Advertising and Marketing Management",1,126,122.2,"Nao","Nao","Nao","Mulher","Sim",19,"Nao",6,13.6666666666667,"Graduado"
"Journalism and Communication",1,133.1,146,"Nao","Nao","Sim","Mulher","Nao",20,"Nao",5,11,"Graduado"
"Basic Education",2,114,108.8,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",5,11.4,"Matriculado"
"Animation and Multimedia Design",1,133,133,"Nao","Nao","Nao","Mulher","Nao",18,"Nao",0,0,"Matriculado"
"Equinculture",1,130,123.8,"Nao","Nao","Nao","Mulher","Nao",18,"Nao",4,12,"Graduado"
"Journalism and Communication",3,127,120,"Nao","Nao","Nao","Mulher","Nao",18,"Nao",0,0,"Desistente"
"Social Service",3,143,126.9,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",5,11,"Graduado"
"Journalism and Communication",4,130,121.3,"Sim","Nao","Nao","Mulher","Nao",20,"Nao",5,12,"Desistente"
"Nursing",3,136,129,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",7,13.3085714285714,"Graduado"
"Basic Education",1,125,114.9,"Sim","Nao","Sim","Mulher","Nao",21,"Nao",3,13.6666666666667,"Desistente"
"Advertising and Marketing Management",1,110,106.5,"Sim","Nao","Sim","Mulher","Nao",20,"Nao",0,0,"Desistente"
"Tourism",1,130,133.9,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",5,12.2,"Graduado"
"Journalism and Communication",1,135,124.9,"Nao","Nao","Nao","Mulher","Sim",20,"Nao",6,12.6666666666667,"Graduado"
"Nursing",2,133,128.5,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",8,14.07125,"Graduado"
"Veterinary Nursing",1,122,126.2,"Sim","Nao","Nao","Mulher","Nao",22,"Nao",4,14.25,"Desistente"
"Equinculture",1,122,121.7,"Sim","Nao","Nao","Mulher","Nao",22,"Nao",0,0,"Desistente"
"Basic Education",2,121,120,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",3,12,"Matriculado"
"Management",1,123,113.2,"Nao","Nao","Nao","Mulher","Nao",21,"Nao",6,11.1666666666667,"Matriculado"
"Social Service",1,128,120.3,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",2,13,"Graduado"
"Animation and Multimedia Design",4,139,127.8,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",0,0,"Desistente"
"Nursing",2,124,123.3,"Sim","Nao","Nao","Mulher","Sim",20,"Nao",7,14.9014285714286,"Desistente"
"Nursing",3,135,126.3,"Sim","Nao","Sim","Mulher","Sim",18,"Nao",7,12.65,"Graduado"
"Management (Noturno)",1,110,128.2,"Nao","Nao","Nao","Mulher","Nao",22,"Nao",7,11,"Desistente"
"Veterinary Nursing",4,138,134.9,"Sim","Nao","Nao","Mulher","Nao",20,"Nao",4,12.4,"Graduado"
"Agronomy",1,140,140,"Nao","Nao","Nao","Mulher","Nao",19,"Nao",6,12,"Graduado"
"Nursing",5,126,115.5,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",7,12.1357142857143,"Graduado"
"Nursing",2,113,106.7,"Sim","Nao","Nao","Mulher","Sim",20,"Nao",5,12.62,"Matriculado"
"Management (Noturno)",1,120,140,"Nao","Nao","Nao","Mulher","Nao",25,"Nao",3,10.6666666666667,"Matriculado"
